Price,Manufacturer,Model,Horse Power,Mileage,Transmission,Fuel,Posting Month,Posting Year,Age,country_of_origin,price_per_km,price_per_horsepower
0.041666666666666664,GEELY,GC6,0.078125,0.08028709731263561,Manual,Essence,February,2024,4,China,0.7142857142857143,5833.333333333333
0.05376344086021505,DONGFENG,S50,0.078125,0.15039225504924053,Manual,Essence,February,2024,5,China,0.4835164835164835,7333.333333333333
0.09543010752688172,ALFA ROMEO,GIULIETTA,0.09375,0.0485728592889334,Manual,Essence,February,2024,5,Italy,2.5,10714.285714285714
0.03293010752688172,ALFA ROMEO,MITO,0.0625,0.3540310465698548,Manual,Diesel,February,2024,14,Italy,0.13380281690140844,5700.0
0.08556451612903225,DONGFENG,S50,0.09375,0.10699382406943748,Automatic,Essence,February,2024,3,China,1.0409230769230768,9665.714285714286
0.2768817204301075,DS,7 CROSSBACK PERFORMANCE LINE,0.140625,0.00016691704223001152,Automatic,Hybrid,February,2024,1,France,210.0,21000.0
0.08064516129032258,DONGFENG,AX4,0.09375,0.05024202971123352,Manual,Essence,February,2024,3,China,2.064516129032258,9142.857142857143
0.24048387096774193,DONGFENG,T5 EVO,0.125,0.005174428309130362,Automatic,Essence,February,2024,1,China,45.73,20324.444444444445
0.0564516129032258,DS,3 PERFORMANCE LINE,0.078125,0.19879819729594392,Automatic,Essence,February,2024,4,France,0.38333333333333336,7666.666666666667
0.03763440860215053,GEELY,GC6,0.078125,0.09197129026873643,Manual,Essence,February,2024,3,China,0.5714285714285714,5333.333333333333
0.08198924731182795,DONGFENG,SX3,0.109375,0.05191120013353363,Manual,Essence,February,2024,3,China,2.03125,8125.0
0.11290322580645161,BYD,SONG,0.125,0.04022700717743282,Automatic,Essence,February,2024,2,China,3.52,9777.777777777777
0.06854838709677419,ALFA ROMEO,MITO,0.0625,0.0686029043565348,Manual,Essence,February,2024,5,Italy,1.3095238095238095,11000.0
0.08064516129032258,FOTON,FORLAND,0.140625,0.05691871140043399,Manual,Diesel,February,2024,8,China,1.8285714285714285,6400.0
0.1021505376344086,DFSK,GLORY 580,0.109375,0.09697880153563679,Manual,Essence,February,2024,2,China,1.3559322033898304,10000.0
0.06451612903225806,INFINITI,FX,0.296875,0.3156401268569521,Automatic,Essence,February,2024,16,Japan,0.2736842105263158,2600.0
0.08131720430107527,DONGFENG,SX3,0.109375,0.13370055082623936,Manual,Essence,February,2024,3,China,0.7962962962962963,8062.5
0.0564516129032258,VOLVO,S60 R DESIGN,0.125,0.28225671841094974,Automatic,Essence,February,2024,12,Sweden,0.27058823529411763,5111.111111111111
0.020026881720430108,DFSK,K01,0.078125,0.11367050575863795,Manual,Essence,February,2024,6,China,0.27391304347826084,3150.0
0.04569892473118279,WALLYSCAR,IRIS,0.046875,0.06359539308963445,Manual,Essence,February,2024,6,Tunisia,0.9743589743589743,9500.0
0.03158602150537634,ALFA ROMEO,MITO,0.078125,0.27391086629944916,Manual,Essence,February,2024,12,Italy,0.16666666666666666,4583.333333333333
0.06451612903225806,ALFA ROMEO,GIULIETTA,0.09375,0.1654147888499416,Manual,Essence,February,2024,6,Italy,0.52,7428.571428571428
0.08198924731182795,DONGFENG,SX3,0.09375,0.0485728592889334,Manual,Essence,February,2024,3,China,2.1666666666666665,9285.714285714286
0.07526881720430108,VOLVO,V40,0.140625,0.16040727758304124,Automatic,Essence,January,2024,9,Sweden,0.6185567010309279,6000.0
0.06720430107526881,DONGFENG,S50 JOYEER,0.078125,0.1654147888499416,Manual,Essence,January,2024,4,China,0.54,9000.0
0.047043010752688165,GEELY,GC6,0.078125,0.2154899015189451,Manual,Essence,February,2024,4,China,0.3,6500.0
0.04690860215053763,DS,3 CHROMATIQUE,0.0625,0.11266900350525788,Manual,Essence,February,2024,7,France,0.5687134502923976,7780.0
0.04018817204301075,DS,3,0.0625,0.15039225504924053,Manual,Essence,January,2024,6,France,0.37252747252747254,6780.0
0.06048387096774193,ALFA ROMEO,GIULIETTA QUADRIFOGLIO,0.125,0.24052745785344684,Manual,Essence,February,2024,12,Italy,0.33793103448275863,5444.444444444444
0.19623655913978494,ALFA ROMEO,STELVIO SPORT,0.25,0.12034718744783841,Automatic,Essence,February,2024,5,Italy,2.0547945205479454,8823.529411764706
0.05241935483870967,ALFA ROMEO,GIULIETTA,0.125,0.30228676347855116,Automatic,Essence,January,2024,9,Italy,0.23626373626373626,4777.777777777777
0.04569892473118279,LADA,NIVA,0.09375,0.16374561842764146,Manual,Essence,March,2023,5,Russia,0.3838383838383838,5428.571428571428
0.047043010752688165,LADA,NIVA CLASSIC,0.09375,0.04122850943081289,Manual,Essence,January,2024,6,Russia,1.5234375,5571.428571428572
0.03629032258064516,TATA,XENON X2,0.09375,0.10532465364713736,Manual,Diesel,February,2024,7,India,0.484375,4428.571428571428
0.04099462365591398,TATA,XENON X2,0.09375,0.11667501251877815,Manual,Diesel,February,2024,4,India,0.4872881355932203,4928.571428571428
0.04301075268817204,BAIC,YX KENBO S2,0.09375,0.15373059589384078,Manual,Essence,February,2024,6,China,0.3870967741935484,5142.857142857143
0.0521505376344086,BAIC,YX KENBO S2,0.09375,0.08362543815723585,Manual,Essence,February,2024,6,China,0.8392156862745098,6114.285714285715
0.04569892473118279,BAIC,YX KENBO S2,0.09375,0.2154899015189451,Manual,Essence,February,2024,6,China,0.2923076923076923,5428.571428571428
0.125,GREAT WALL,POER,0.15625,0.013520280420630946,Manual,Diesel,February,2024,2,China,10.777777777777779,8818.181818181818
0.06048387096774193,GREAT WALL,M4,0.078125,0.058587881822734104,Manual,Essence,February,2024,3,China,1.3611111111111112,8166.666666666667
0.14247311827956988,GREAT WALL,POER,0.15625,0.013520280420630946,Automatic,Diesel,February,2024,2,China,12.222222222222221,10000.0
0.049999999999999996,GREAT WALL,M4,0.078125,0.15539976631614089,Manual,Essence,February,2024,5,China,0.43829787234042555,6866.666666666667
0.04663978494623655,GREAT WALL,M4,0.078125,0.14663662159906526,Manual,Essence,February,2024,7,China,0.436056338028169,6450.0
0.09811827956989247,HAVAL,H6,0.125,0.19879819729594392,Automatic,Essence,February,2024,4,China,0.6416666666666667,8555.555555555555
0.15188172043010753,HAVAL,H6 LUXURY,0.109375,0.02687364379903188,Automatic,Essence,February,2024,2,China,6.882352941176471,14625.0
0.10887096774193548,HAVAL,H6,0.125,0.09030211984643631,Automatic,Essence,February,2024,5,China,1.5454545454545454,9444.444444444445
0.11155913978494623,HAVAL,JOLION,0.125,0.06526456351193456,Automatic,Essence,February,2024,2,China,2.175,9666.666666666666
0.10483870967741936,HAVAL,H6,0.125,0.10198631280253713,Automatic,Essence,February,2024,4,China,1.3225806451612903,9111.111111111111
0.1021505376344086,HAVAL,H6,0.125,0.14872308462694042,Automatic,Essence,February,2024,5,China,0.8888888888888888,8888.888888888889
0.1532258064516129,HAVAL,H6,0.109375,0.0686029043565348,Automatic,Essence,February,2024,2,China,2.8095238095238093,14750.0
0.09811827956989247,HAVAL,H6,0.125,0.17876815222834253,Automatic,Essence,February,2024,5,China,0.7129629629629629,8555.555555555555
0.10887096774193548,HAVAL,H6,0.125,0.08529460857953597,Automatic,Essence,February,2024,4,China,1.6346153846153846,9444.444444444445
0.11491935483870967,HAVAL,JOLION,0.125,0.04022700717743282,Automatic,Essence,February,2024,3,China,3.58,9944.444444444445
0.09946236559139784,HAVAL,H6,0.125,0.2154899015189451,Automatic,Essence,February,2024,5,China,0.6,8666.666666666666
0.10080645161290322,HAVAL,H6,0.125,0.17542981138374228,Automatic,Essence,February,2024,5,China,0.7452830188679245,8777.777777777777
0.13099462365591397,HAVAL,H6,0.125,0.10031714238023702,Automatic,Essence,February,2024,3,China,1.6632786885245903,11273.333333333334
0.10887096774193548,HAVAL,H6,0.125,0.13036220998163914,Automatic,Essence,February,2024,3,China,1.0759493670886076,9444.444444444445
0.0967741935483871,HAVAL,H6,0.125,0.08696377900183608,Automatic,Essence,February,2024,5,China,1.4339622641509433,8444.444444444445
0.08198924731182795,HAVAL,H6,0.125,0.1654147888499416,Automatic,Essence,February,2024,7,China,0.65,7222.222222222223
0.10887096774193548,HAVAL,H6 LUXURY,0.125,0.11333667167417792,Automatic,Essence,January,2024,5,China,1.2354651162790697,9444.444444444445
0.10887096774193548,HAVAL,H6,0.125,0.07361041562343515,Automatic,Essence,February,2024,4,China,1.8888888888888888,9444.444444444445
0.10080645161290322,HAVAL,H6,0.125,0.17376064096144217,Automatic,Essence,February,2024,5,China,0.7523809523809524,8777.777777777777
0.11491935483870967,HAVAL,JOLION,0.125,0.046903688866633285,Automatic,Essence,February,2024,1,China,3.086206896551724,9944.444444444445
0.08064516129032258,HAVAL,H6,0.125,0.1654147888499416,Manual,Essence,February,2024,7,China,0.64,7111.111111111111
0.11693548387096774,HAVAL,JOLION,0.125,0.04356534802203305,Automatic,Essence,February,2024,2,China,3.3703703703703702,10111.111111111111
0.08333333333333333,HAVAL,H2,0.125,0.10699382406943748,Automatic,Essence,February,2024,7,China,1.0153846153846153,7333.333333333333
0.12231182795698925,HAVAL,H6,0.171875,0.14872308462694042,Automatic,Essence,February,2024,4,China,1.0555555555555556,7916.666666666667
0.10887096774193548,HAVAL,H6,0.125,0.1086629944917376,Automatic,Essence,February,2024,5,China,1.2878787878787878,9444.444444444445
0.11021505376344086,HAVAL,H6,0.125,0.08195626773493574,Automatic,Essence,February,2024,4,China,1.72,9555.555555555555
0.10887096774193548,HAVAL,H6,0.125,0.1270238691370389,Automatic,Essence,February,2024,3,China,1.103896103896104,9444.444444444445
0.08198924731182795,HAVAL,H6,0.125,0.13658821565681856,Automatic,Essence,January,2024,6,China,0.7856883838994319,7222.222222222223
0.11827956989247311,HAVAL,JOLION,0.125,0.03355032548823235,Automatic,Essence,February,2024,2,China,4.380952380952381,10222.222222222223
0.21841397849462366,CUPRA,FORMENTOR HIGHT-GRADE,0.15625,0.05024202971123352,Automatic,Essence,February,2024,2,Spain,5.370967741935484,15136.363636363636
0.2217741935483871,CUPRA,FORMENTOR,0.109375,0.030211984643632114,Automatic,Essence,February,2024,2,Spain,8.894736842105264,21125.0
0.25,CUPRA,FORMENTOR,0.15625,0.24887330996494744,Automatic,Essence,February,2024,1,Spain,1.2666666666666666,17272.727272727272
0.22311827956989247,CUPRA,FORMENTOR,0.15625,0.04356534802203305,Automatic,Essence,January,2024,2,Spain,6.296296296296297,15454.545454545454
0.08736559139784947,MG,ZS,0.09375,0.09697880153563679,Automatic,Essence,December,2023,4,United Kingdom,1.1694915254237288,9857.142857142857
0.07661290322580645,MG,ZS,0.09375,0.13203138040393925,Manual,Essence,March,2023,6,United Kingdom,0.7625,8714.285714285714
0.10887096774193548,MG,ZS,0.09375,0.016858621265231178,Automatic,Essence,April,2023,2,United Kingdom,7.7272727272727275,12142.857142857143
0.07661290322580645,MG,GS AWD,0.1875,0.1654147888499416,Automatic,Essence,February,2024,7,United Kingdom,0.61,4692.307692307692
0.04368279569892473,MG,GT,0.078125,0.3173092972792522,Manual,Essence,February,2024,7,United Kingdom,0.19109947643979058,6083.333333333333
0.10887096774193548,MG,6,0.125,0.03188115506593223,Automatic,Essence,February,2024,3,United Kingdom,4.25,9444.444444444445
0.06586021505376344,MG,5,0.078125,0.03688866633283258,Manual,Essence,February,2024,3,United Kingdom,2.3043478260869565,8833.333333333334
0.08602150537634408,MG,ZS,0.09375,0.06526456351193456,Automatic,Essence,February,2024,5,United Kingdom,1.7,9714.285714285714
0.09274193548387097,MG,ZS,0.09375,0.04356534802203305,Manual,Essence,February,2024,2,United Kingdom,2.7037037037037037,10428.57142857143
0.10685483870967742,MG,6,0.125,0.0485728592889334,Automatic,Essence,February,2024,2,United Kingdom,2.783333333333333,9277.777777777777
0.06854838709677419,MG,ZS,0.09375,0.157068936738441,Manual,Essence,February,2024,5,United Kingdom,0.5789473684210527,7857.142857142857
0.0913978494623656,MG,ZS,0.09375,0.13036220998163914,Automatic,Essence,February,2024,4,United Kingdom,0.9113924050632911,10285.714285714286
0.09798387096774193,MG,ZS,0.09375,0.04523451844433317,Automatic,Essence,February,2024,3,United Kingdom,2.7464285714285714,10985.714285714286
0.07258064516129033,MG,GS,0.125,0.2655650141879486,Automatic,Essence,February,2024,7,United Kingdom,0.3625,6444.444444444444
0.1021505376344086,MG,ZS,0.09375,0.0485728592889334,Automatic,Essence,February,2024,2,United Kingdom,2.6666666666666665,11428.57142857143
0.22573924731182796,MG,HS,0.21875,0.028542814221331998,Automatic,Essence,February,2024,2,United Kingdom,9.552777777777777,11463.333333333334
0.06720430107526881,MG,GS,0.1875,0.09530963111333667,Automatic,Essence,February,2024,7,United Kingdom,0.9310344827586207,4153.846153846154
0.08198924731182795,MG,GS,0.125,0.1654147888499416,Automatic,Essence,February,2024,6,United Kingdom,0.65,7222.222222222223
0.08870967741935484,MG,ZS,0.09375,0.0986479719579369,Automatic,Essence,February,2024,4,United Kingdom,1.1666666666666667,10000.0
0.07795698924731183,MG,GS AWD,0.125,0.19045234518444334,Automatic,Essence,February,2024,7,United Kingdom,0.5391304347826087,6888.888888888889
0.08602150537634408,MG,ZS,0.09375,0.16040727758304124,Automatic,Essence,February,2024,3,United Kingdom,0.7010309278350515,9714.285714285714
0.0913978494623656,MG,ZS,0.09375,0.0986479719579369,Automatic,Essence,February,2024,4,United Kingdom,1.2,10285.714285714286
0.06854838709677419,MG,5,0.09375,0.16207644800534135,Automatic,Essence,January,2024,2,United Kingdom,0.5612244897959183,7857.142857142857
0.07526881720430108,MG,ZS LUXURY,0.09375,0.20380570856284427,Automatic,Essence,February,2024,6,United Kingdom,0.4878048780487805,8571.42857142857
0.17405913978494622,MG,EHS SUV,0.09375,0.07861792689033549,Automatic,Hybrid,February,2024,2,United Kingdom,2.78125,19071.428571428572
0.06586021505376344,MG,ZS,0.09375,0.23218160574194627,Manual,Essence,February,2024,5,United Kingdom,0.37857142857142856,7571.428571428572
0.0739247311827957,MG,5,0.09375,0.03188115506593223,Automatic,Essence,February,2024,2,United Kingdom,2.95,8428.57142857143
0.012096774193548387,CHRYSLER,VOYAGER,0.109375,0.4825571690869638,Manual,Diesel,May,2023,24,United States,0.04482758620689655,1625.0
0.1021505376344086,LAND ROVER,RANGE ROVER,0.21875,0.3657152395259556,Automatic,Essence,November,2023,12,United Kingdom,0.36363636363636365,5333.333333333333
0.03830645161290322,LAND ROVER,FREELANDER,0.09375,0.1270238691370389,Manual,Essence,November,2023,5,United Kingdom,0.42207792207792205,4642.857142857143
0.12231182795698925,LAND ROVER,RANGE ROVER SPORT,0.21875,0.39909864797195793,Automatic,Essence,November,2023,12,United Kingdom,0.3958333333333333,6333.333333333333
0.08736559139784947,LAND ROVER,RANGE ROVER,0.34375,0.3072942747454515,Automatic,Essence,November,2023,17,United Kingdom,0.372972972972973,3000.0
0.11559139784946236,LAND ROVER,RANGE ROVER SPORT,0.21875,0.44917376064096143,Automatic,Diesel,November,2023,14,United Kingdom,0.3333333333333333,6000.0
0.12231182795698925,LAND ROVER,RANGE ROVER,0.21875,0.39909864797195793,Automatic,Essence,December,2023,12,United Kingdom,0.3958333333333333,6333.333333333333
0.09543010752688172,LAND ROVER,DEFENDER,0.109375,0.3156401268569521,Manual,Diesel,October,2023,18,United Kingdom,0.39473684210526316,9375.0
0.0846774193548387,LAND ROVER,RANGE ROVER,0.34375,0.3323318310799533,Automatic,Essence,August,2023,18,United Kingdom,0.335,2913.0434782608695
0.17204301075268816,LAND ROVER,DISCOVERY,0.15625,0.17876815222834253,Automatic,Diesel,February,2024,9,United Kingdom,1.2222222222222223,12000.0
0.2620967741935484,LAND ROVER,RANGE ROVER EVOQUE R-DYNAMIC,0.171875,0.1270238691370389,Automatic,Essence,February,2024,4,United Kingdom,2.5844155844155843,16583.333333333332
0.1532258064516129,LAND ROVER,DISCOVERY SPORT,0.109375,0.15539976631614089,Automatic,Diesel,February,2024,8,United Kingdom,1.2553191489361701,14750.0
0.14919354838709678,LAND ROVER,RANGE ROVER EVOQUE,0.21875,0.22884326489734602,Automatic,Essence,February,2024,8,United Kingdom,0.8333333333333334,7666.666666666667
0.3239247311827957,LAND ROVER,RANGE ROVER SPORT,0.21875,0.2655650141879486,Automatic,Diesel,February,2024,10,United Kingdom,1.53125,16333.333333333334
0.4758064516129032,LAND ROVER,RANGE ROVER EVOQUE R-DYNAMIC,0.125,0.24887330996494744,Automatic,Diesel,February,2024,0,United Kingdom,2.3866666666666667,39777.77777777778
1.0,LAND ROVER,RANGE ROVER SPORT HSE-DYNAMIC,0.421875,0.24887330996494744,Automatic,Hybrid,February,2024,0,United Kingdom,4.986666666666666,26714.285714285714
0.20295698924731181,LAND ROVER,RANGE ROVER EVOQUE,0.21875,0.17209147053914206,Automatic,Essence,February,2024,8,United Kingdom,1.4903846153846154,10333.333333333334
0.31451612903225806,LAND ROVER,RANGE ROVER SPORT HSE,0.359375,0.14872308462694042,Automatic,Essence,February,2024,10,United Kingdom,2.6444444444444444,9916.666666666666
0.22311827956989247,LAND ROVER,RANGE ROVER EVOQUE,0.109375,0.05524954097813387,Automatic,Diesel,February,2024,6,United Kingdom,5.0,21250.0
0.08736559139784947,LAND ROVER,DISCOVERY LR3 HSE,0.34375,0.3072942747454515,Automatic,Essence,February,2024,17,United Kingdom,0.372972972972973,3000.0
0.5120967741935484,LAND ROVER,RANGE ROVER SPORT HSE P400E,0.25,0.06526456351193456,Automatic,Hybrid,February,2024,4,United Kingdom,9.625,22647.058823529413
0.37768817204301075,LAND ROVER,RANGE ROVER EVOQUE SE P300E,0.125,0.008512769153730594,Automatic,Hybrid,February,2024,1,United Kingdom,47.5,31666.666666666668
0.4650537634408602,LAND ROVER,RANGE ROVER VELAR,0.15625,0.09197129026873643,Automatic,Diesel,February,2024,5,United Kingdom,6.25,31818.18181818182
0.11290322580645161,LAND ROVER,RANGE ROVER SPORT,0.1875,0.3256551493907528,Automatic,Diesel,February,2024,16,United Kingdom,0.4489795918367347,6769.2307692307695
0.20295698924731181,LAND ROVER,DISCOVERY SPORT,0.125,0.19379068602904356,Automatic,Diesel,February,2024,8,United Kingdom,1.3247863247863247,17222.222222222223
0.31451612903225806,LAND ROVER,RANGE ROVER SPORT HSE,0.359375,0.14872308462694042,Automatic,Essence,February,2024,8,United Kingdom,2.6444444444444444,9916.666666666666
0.3911290322580645,LAND ROVER,RANGE ROVER VELAR DYNAMIQUE,0.15625,0.14872308462694042,Automatic,Essence,February,2024,4,United Kingdom,3.2777777777777777,26818.18181818182
0.39381720430107525,LAND ROVER,RANGE ROVER SPORT SPORT,0.28125,0.13036220998163914,Automatic,Diesel,February,2024,7,United Kingdom,3.759493670886076,15631.578947368422
0.1586021505376344,LAND ROVER,RANGE ROVER EVOQUE,0.15625,0.24052745785344684,Automatic,Diesel,February,2024,8,United Kingdom,0.8413793103448276,11090.90909090909
0.2768817204301075,LAND ROVER,RANGE ROVER EVOQUE,0.109375,0.08028709731263561,Automatic,Hybrid,February,2024,5,United Kingdom,4.285714285714286,26250.0
0.3709677419354839,LAND ROVER,RANGE ROVER EVOQUE,0.125,0.028542814221331998,Automatic,Hybrid,February,2024,2,United Kingdom,15.555555555555555,31111.11111111111
0.18951612903225806,LAND ROVER,RANGE ROVER EVOQUE,0.109375,0.2655650141879486,Automatic,Diesel,February,2024,7,United Kingdom,0.90625,18125.0
0.41129032258064513,LAND ROVER,RANGE ROVER VELAR R-DYNAMIC,0.28125,0.1654147888499416,Automatic,Diesel,February,2024,5,United Kingdom,3.1,16315.78947368421
0.35752688172043007,LAND ROVER,RANGE ROVER VELAR R-DYNAMIC,0.15625,0.17042230011684192,Automatic,Diesel,February,2024,4,United Kingdom,2.621359223300971,24545.454545454544
0.09543010752688172,LAND ROVER,DEFENDER 110,0.109375,0.3156401268569521,Manual,Diesel,February,2024,18,United Kingdom,0.39473684210526316,9375.0
0.16263440860215053,LAND ROVER,RANGE ROVER EVOQUE,0.15625,0.29894842263395094,Automatic,Diesel,February,2024,12,United Kingdom,0.6944444444444444,11363.636363636364
0.5120967741935484,LAND ROVER,RANGE ROVER VELAR P250,0.21875,0.0018360874645301283,Automatic,Essence,February,2024,1,United Kingdom,192.5,25666.666666666668
0.1693548387096774,LAND ROVER,RANGE ROVER SPORT,0.1875,0.28893340010015023,Automatic,Diesel,February,2024,16,United Kingdom,0.7471264367816092,10000.0
0.18951612903225806,LAND ROVER,DISCOVERY SPORT,0.21875,0.19045234518444334,Automatic,Essence,February,2024,10,United Kingdom,1.2608695652173914,9666.666666666666
0.5927419354838709,LAND ROVER,RANGE ROVER SPORT P400E,0.25,0.06526456351193456,Automatic,Hybrid,February,2024,4,United Kingdom,11.125,26176.470588235294
0.45161290322580644,LAND ROVER,RANGE ROVER SPORT P400E,0.25,0.13203138040393925,Automatic,Hybrid,February,2024,4,United Kingdom,4.25,20000.0
0.20026881720430106,LAND ROVER,DISCOVERY SPORT,0.234375,0.17042230011684192,Automatic,Diesel,February,2024,10,United Kingdom,1.4854368932038835,9562.5
0.45161290322580644,LAND ROVER,RANGE ROVER SPORT,0.25,0.1353697212485395,Automatic,Essence,February,2024,5,United Kingdom,4.146341463414634,20000.0
0.24865591397849462,LAND ROVER,RANGE ROVER SUPERCHARGED,0.484375,0.09030211984643631,Automatic,Essence,February,2024,14,United Kingdom,3.4363636363636365,5906.25
0.26344086021505375,LAND ROVER,DISCOVERY SPORT,0.109375,0.09530963111333667,Automatic,Diesel,February,2024,5,United Kingdom,3.4482758620689653,25000.0
0.08736559139784947,LAND ROVER,FREELANDER 2,0.15625,0.29894842263395094,Automatic,Diesel,February,2024,15,United Kingdom,0.38333333333333336,6272.727272727273
0.1639784946236559,LAND ROVER,DISCOVERY,0.109375,0.2154899015189451,Automatic,Diesel,February,2024,7,United Kingdom,0.9692307692307692,15750.0
0.15591397849462366,LAND ROVER,DISCOVERY,0.21875,0.28225671841094974,Automatic,Essence,February,2024,9,United Kingdom,0.7058823529411765,8000.0
0.14247311827956988,LAND ROVER,RANGE ROVER EVOQUE,0.109375,0.21215156067434485,Manual,Diesel,February,2024,9,United Kingdom,0.859375,13750.0
0.3440860215053763,LAND ROVER,DISCOVERY SPORT,0.109375,0.13203138040393925,Automatic,Diesel,February,2024,4,United Kingdom,3.25,32500.0
