Price,Manufacturer,Model,Horse Power,Mileage,Transmission,Fuel,Posting Month,Posting Year,Age,country_of_origin
34500.0,KIA,PICANTO,1.0,54000.0,Manual,Gasoline,November,2023,7,South Korea
48800.0,KIA,RIO,5.0,119000.0,Manual,Gasoline,November,2023,6,South Korea
44000.0,KIA,RIO,5.0,108000.0,Manual,Gasoline,November,2023,4,South Korea
34500.0,KIA,RIO,5.0,173000.0,Manual,Gasoline,November,2023,8,South Korea
48500.0,KIA,SORENTO,12.0,245000.0,Automatic,Diesel,November,2023,13,South Korea
42000.0,KIA,PICANTO,5.0,90000.0,Automatic,Gasoline,November,2023,5,South Korea
41500.0,KIA,PICANTO,5.0,89000.0,Manual,Gasoline,November,2023,5,South Korea
28000.0,KIA,RIO,6.0,55000.0,Automatic,Gasoline,November,2023,2,South Korea
74800.0,KIA,RIO,5.0,0.0,Manual,Gasoline,November,2023,1,South Korea
50000.0,KIA,RIO,5.0,88000.0,Manual,Gasoline,November,2023,5,South Korea
25000.0,KIA,RIO,5.0,176000.0,Manual,Gasoline,November,2023,14,South Korea
53000.0,KIA,RIO,5.0,90000.0,Manual,Gasoline,November,2023,3,South Korea
79000.0,KIA,SPORTAGE,9.0,88000.0,Automatic,Gasoline,November,2023,5,South Korea
47500.0,KIA,C'EED,6.0,95000.0,Manual,Gasoline,November,2023,7,South Korea
48200.0,KIA,RIO,5.0,120000.0,Manual,Gasoline,November,2023,6,South Korea
54000.0,KIA,RIO,5.0,110000.0,Manual,Gasoline,November,2023,4,South Korea
80000.0,KIA,SPORTAGE,8.0,100000.0,Automatic,Gasoline,November,2023,7,South Korea
87000.0,KIA,SPORTAGE,6.0,75000.0,Manual,Diesel,November,2023,6,South Korea
42000.0,KIA,RIO,5.0,100000.0,Manual,Gasoline,December,2023,6,South Korea
42000.0,KIA,RIO,5.0,100000.0,Manual,Gasoline,December,2023,6,South Korea
39500.0,KIA,PICANTO,5.0,96000.0,Automatic,Gasoline,December,2023,5,South Korea
35800.0,KIA,PICANTO,4.0,55000.0,Manual,Gasoline,December,2023,5,South Korea
33500.0,KIA,RIO,5.0,228000.0,Manual,Gasoline,December,2023,10,South Korea
41500.0,KIA,RIO,5.0,100000.0,Manual,Gasoline,December,2023,6,South Korea
40000.0,KIA,SORENTO,12.0,290000.0,Automatic,Diesel,December,2023,13,South Korea
48800.0,KIA,RIO,5.0,120000.0,Manual,Gasoline,December,2023,6,South Korea
62000.0,KIA,RIO,5.0,40000.0,Manual,Gasoline,December,2023,2,South Korea
34500.0,KIA,RIO,5.0,118000.0,Manual,Gasoline,December,2023,12,South Korea
80000.0,KIA,SPORTAGE,8.0,100000.0,Automatic,Gasoline,December,2023,8,South Korea
45000.0,KIA,PICANTO,5.0,70000.0,Automatic,Gasoline,December,2023,5,South Korea
34500.0,KIA,PICANTO,4.0,94000.0,Manual,Gasoline,December,2023,4,South Korea
57000.0,KIA,RIO,4.0,52000.0,Manual,Gasoline,November,2023,4,South Korea
42000.0,KIA,PICANTO,5.0,87000.0,Automatic,Gasoline,November,2023,6,South Korea
85900.0,KIA,SPORTAGE,8.0,60000.0,Manual,Gasoline,November,2023,4,South Korea
85900.0,KIA,SPORTAGE,8.0,60000.0,Manual,Gasoline,November,2023,4,South Korea
88000.0,KIA,SOUL,7.0,53000.0,Automatic,Gasoline,November,2023,7,South Korea
48000.0,KIA,RIO,5.0,80000.0,Manual,Gasoline,December,2023,5,South Korea
87000.0,KIA,SPORTAGE,8.0,100000.0,Automatic,Gasoline,November,2023,5,South Korea
85900.0,KIA,SPORTAGE,8.0,60000.0,Manual,Gasoline,December,2023,4,South Korea
85900.0,KIA,SPORTAGE,8.0,60000.0,Manual,Gasoline,November,2023,4,South Korea
37500.0,KIA,PICANTO,4.0,77000.0,Manual,Gasoline,December,2023,6,South Korea
40500.0,KIA,PICANTO,4.0,70890.0,Manual,Gasoline,November,2023,6,South Korea
40800.0,KIA,RIO,5.0,123000.0,Manual,Gasoline,December,2023,9,South Korea
35500.0,KIA,RIO,5.0,150000.0,Manual,Gasoline,November,2023,10,South Korea
46500.0,KIA,RIO,5.0,76000.0,Manual,Gasoline,December,2023,4,South Korea
47700.0,KIA,RIO,5.0,108000.0,Manual,Gasoline,December,2023,5,South Korea
24000.0,KIA,PICANTO,4.0,180000.0,Manual,Gasoline,November,2023,12,South Korea
46500.0,KIA,RIO,5.0,92630.0,Manual,Gasoline,November,2023,5,South Korea
38900.0,KIA,RIO,5.0,100000.0,Manual,Gasoline,October,2023,7,South Korea
32000.0,KIA,RIO,5.0,38700.0,Manual,Gasoline,October,2023,2,South Korea
25000.0,KIA,CERATO,7.0,200000.0,Manual,Gasoline,October,2023,11,South Korea
42000.0,KIA,RIO,5.0,81000.0,Manual,Gasoline,October,2023,7,South Korea
57000.0,KIA,RIO,5.0,58000.0,Manual,Gasoline,September,2023,5,South Korea
35000.0,KIA,RIO,5.0,120000.0,Manual,Gasoline,November,2023,12,South Korea
46900.0,KIA,RIO,5.0,62998.0,Manual,Gasoline,October,2023,4,South Korea
24800.0,KIA,RIO,6.0,239000.0,Manual,Gasoline,September,2023,12,South Korea
34000.0,KIA,PICANTO,4.0,120000.0,Manual,Gasoline,September,2023,7,South Korea
46900.0,KIA,RIO,5.0,63000.0,Manual,Gasoline,October,2023,4,South Korea
45000.0,KIA,PICANTO,5.0,80000.0,Automatic,Gasoline,August,2023,5,South Korea
25000.0,KIA,RIO,4.0,90000.0,Manual,Gasoline,September,2023,4,South Korea
57000.0,KIA,OPTIMA,10.0,74000.0,Automatic,Gasoline,August,2023,9,South Korea
47000.0,KIA,RIO,5.0,100000.0,Manual,Gasoline,June,2023,5,South Korea
45000.0,KIA,RIO,5.0,89000.0,Manual,Gasoline,August,2023,5,South Korea
12345.0,KIA,SPORTAGE,8.0,60000.0,Manual,Gasoline,June,2023,5,South Korea
22500.0,KIA,RIO,6.0,229000.0,Manual,Gasoline,July,2023,12,South Korea
31500.0,KIA,RIO,5.0,156000.0,Manual,Gasoline,May,2023,12,South Korea
35500.0,KIA,PICANTO,5.0,68000.0,Manual,Gasoline,June,2023,4,South Korea
56000.0,KIA,SPORTAGE,6.0,210000.0,Manual,Diesel,July,2023,10,South Korea
36500.0,KIA,PICANTO,5.0,68000.0,Manual,Gasoline,June,2023,4,South Korea
55000.0,KIA,SPORTAGE,6.0,210000.0,Manual,Diesel,July,2023,10,South Korea
20500.0,KIA,PICANTO,4.0,200000.0,Manual,Gasoline,June,2023,14,South Korea
38500.0,KIA,PICANTO,4.0,112000.0,Manual,Gasoline,July,2023,5,South Korea
73000.0,KIA,SPORTAGE,8.0,200000.0,Automatic,Gasoline,June,2023,7,South Korea
23000.0,KIA,RIO,5.0,175000.0,Manual,Gasoline,June,2023,12,South Korea
31500.0,KIA,RIO,5.0,157000.0,Manual,Gasoline,May,2023,12,South Korea
47000.0,KIA,RIO,5.0,68000.0,Manual,Gasoline,June,2023,4,South Korea
95000.0,KIA,SPORTAGE,8.0,107500.0,Automatic,Gasoline,May,2023,5,South Korea
33500.0,KIA,RIO,5.0,135000.0,Manual,Gasoline,May,2023,10,South Korea
38800.0,KIA,PICANTO,4.0,72000.0,Manual,Gasoline,May,2023,5,South Korea
39000.0,KIA,PICANTO,5.0,70000.0,Manual,Gasoline,May,2023,4,South Korea
23000.0,KIA,RIO,6.0,170000.0,Manual,Gasoline,May,2023,24,South Korea
27500.0,KIA,CERATO,7.0,230000.0,Manual,Gasoline,May,2023,14,South Korea
24000.0,KIA,RIO,6.0,144000.0,Manual,Gasoline,May,2023,13,South Korea
60000.0,KIA,SORENTO,12.0,196000.0,Automatic,Diesel,March,2023,14,South Korea
47000.0,KIA,SORENTO,12.0,260000.0,Automatic,Diesel,March,2023,14,South Korea
24000.0,KIA,RIO,6.0,160000.0,Manual,Gasoline,March,2023,14,South Korea
39500.0,KIA,PICANTO,5.0,121000.0,Automatic,Gasoline,March,2023,5,South Korea
32000.0,KIA,PICANTO,5.0,140000.0,Automatic,Gasoline,March,2023,10,South Korea
38500.0,KIA,RIO,5.0,95000.0,Manual,Gasoline,March,2023,6,South Korea
36500.0,KIA,RIO,5.0,100000.0,Manual,Gasoline,March,2023,9,South Korea
43000.0,KIA,PICANTO,4.0,150000.0,Manual,Gasoline,April,2023,5,South Korea
92000.0,KIA,SPORTAGE,7.0,129000.0,Automatic,Diesel,March,2023,7,South Korea
40000.0,KIA,RIO,5.0,110000.0,Manual,Gasoline,May,2023,9,South Korea
50000.0,KIA,RIO,5.0,88000.0,Manual,Gasoline,April,2023,5,South Korea
48500.0,KIA,RIO,5.0,60000.0,Manual,Gasoline,March,2023,5,South Korea
53000.0,KIA,SPORTAGE,10.0,250000.0,Manual,Diesel,May,2023,14,South Korea
24500.0,KIA,RIO,6.0,217000.0,Manual,Gasoline,April,2023,13,South Korea
60000.0,KIA,SORENTO,12.0,196000.0,Automatic,Diesel,March,2023,14,South Korea
45900.0,KIA,RIO,5.0,110000.0,Manual,Gasoline,March,2023,5,South Korea
32000.0,KIA,PICANTO,5.0,80000.0,Manual,Gasoline,March,2023,5,South Korea
46500.0,KIA,CERATO,7.0,100000.0,Manual,Gasoline,May,2023,9,South Korea
38800.0,KIA,RIO,5.0,114120.0,Manual,Gasoline,May,2023,6,South Korea
39500.0,KIA,PICANTO,5.0,121000.0,Automatic,Gasoline,March,2023,5,South Korea
46000.0,KIA,OPTIMA,10.0,175000.0,Automatic,Gasoline,March,2023,10,South Korea
55000.0,KIA,CARENS,8.0,170000.0,Automatic,Diesel,March,2023,7,South Korea
40800.0,KIA,RIO,5.0,74000.0,Automatic,Gasoline,April,2023,5,South Korea
37900.0,KIA,PICANTO,4.0,65000.0,Manual,Gasoline,March,2023,4,South Korea
49500.0,KIA,RIO,5.0,108000.0,Manual,Gasoline,March,2023,4,South Korea
41500.0,KIA,RIO,5.0,105000.0,Manual,Gasoline,April,2023,8,South Korea
39500.0,KIA,PICANTO,5.0,81000.0,Automatic,Gasoline,April,2023,5,South Korea
48000.0,KIA,RIO,6.0,77000.0,Manual,Gasoline,April,2023,5,South Korea
18000.0,KIA,RIO,6.0,370000.0,Manual,Gasoline,February,2023,13,South Korea
91000.0,KIA,SPORTAGE,8.0,80000.0,Automatic,Gasoline,November,2022,6,South Korea
35000.0,KIA,RIO,5.0,127000.0,Manual,Gasoline,November,2022,11,South Korea
59000.0,KIA,SORENTO,13.0,230000.0,Automatic,Diesel,November,2022,11,South Korea
41500.0,KIA,RIO,5.0,100000.0,Manual,Gasoline,November,2022,8,South Korea
55000.0,KIA,SORENTO,12.0,235000.0,Automatic,Diesel,November,2022,13,South Korea
38900.0,KIA,RIO,5.0,108000.0,Manual,Gasoline,January,2023,7,South Korea
20000.0,KIA,PICANTO,4.0,250000.0,Manual,Gasoline,January,2023,14,South Korea
13000.0,KIA,RIO,5.0,200000.0,Manual,Diesel,January,2023,13,South Korea
38000.0,KIA,SPORTAGE,11.0,148000.0,Automatic,Gasoline,February,2023,12,South Korea
42000.0,KIA,PICANTO,5.0,120000.0,Automatic,Gasoline,January,2023,5,South Korea
88000.0,KIA,SPORTAGE,8.0,123000.0,Automatic,Gasoline,December,2022,6,South Korea
95000.0,KIA,SPORTAGE,7.0,128000.0,Automatic,Diesel,February,2023,7,South Korea
31500.0,KIA,RIO,5.0,168000.0,Manual,Gasoline,December,2022,10,South Korea
49000.0,KIA,RIO,5.0,70000.0,Manual,Gasoline,December,2022,6,South Korea
45000.0,KIA,SPORTAGE,10.0,212000.0,Manual,Diesel,December,2022,13,South Korea
14500.0,KIA,RIO,6.0,320000.0,Manual,Diesel,December,2022,14,South Korea
48900.0,KIA,SPORTAGE,10.0,268000.0,Manual,Diesel,November,2022,13,South Korea
41000.0,KIA,PICANTO,5.0,83000.0,Manual,Gasoline,November,2022,6,South Korea
78000.0,KIA,SPORTAGE,8.0,170000.0,Automatic,Gasoline,January,2023,8,South Korea
21000.0,KIA,RIO,5.0,151000.0,Manual,Gasoline,January,2023,16,South Korea
5000.0,KIA,SPORTAGE,7.0,80000.0,Automatic,Diesel,January,2023,6,South Korea
42000.0,KIA,RIO,5.0,110000.0,Manual,Gasoline,January,2023,7,South Korea
42000.0,KIA,PICANTO,5.0,120000.0,Automatic,Gasoline,February,2023,5,South Korea
36000.0,KIA,RIO,5.0,147000.0,Manual,Gasoline,January,2023,8,South Korea
48000.0,KIA,RIO,6.0,104000.0,Manual,Gasoline,January,2023,4,South Korea
87000.0,KIA,SPORTAGE,8.0,53000.0,Automatic,Gasoline,February,2024,6,South Korea
95000.0,KIA,SPORTAGE,8.0,65000.0,Automatic,Gasoline,February,2024,5,South Korea
65500.0,KIA,RIO 5P GT-LINE,5.0,17000.0,Manual,Gasoline,February,2024,3,South Korea
76900.0,KIA,RIO,6.0,1000.0,Manual,Gasoline,February,2024,1,South Korea
62900.0,KIA,RIO 5P,5.0,31000.0,Manual,Gasoline,February,2024,3,South Korea
120000.0,KIA,SPORTAGE,10.0,132000.0,Automatic,Diesel,February,2024,6,South Korea
55000.0,KIA,RIO 5P,5.0,77000.0,Manual,Gasoline,February,2024,4,South Korea
33000.0,KIA,PICANTO,5.0,159000.0,Automatic,Gasoline,February,2024,10,South Korea
98000.0,KIA,SPORTAGE,8.0,98000.0,Automatic,Gasoline,February,2024,5,South Korea
59500.0,KIA,RIO 5P GX,5.0,12000.0,Manual,Gasoline,February,2024,2,South Korea
83000.0,KIA,SPORTAGE BVA,8.0,130000.0,Automatic,Gasoline,February,2024,6,South Korea
42000.0,KIA,PICANTO,5.0,91000.0,Manual,Gasoline,February,2024,3,South Korea
79900.0,KIA,SPORTAGE,8.0,117000.0,Automatic,Gasoline,February,2024,6,South Korea
67000.0,KIA,SORENTO BVA,12.0,230000.0,Automatic,Diesel,February,2024,11,South Korea
93000.0,KIA,SPORTAGE,8.0,80000.0,Automatic,Gasoline,February,2024,4,South Korea
88000.0,KIA,SORENTO,12.0,129000.0,Automatic,Diesel,February,2024,9,South Korea
100000.0,KIA,SPORTAGE GT-LINE,10.0,128000.0,Automatic,Diesel,February,2024,7,South Korea
68000.0,KIA,RIO 5P,5.0,45000.0,Manual,Gasoline,February,2024,2,South Korea
54500.0,KIA,RIO 5P,5.0,66000.0,Manual,Gasoline,February,2024,2,South Korea
43000.0,KIA,PICANTO GT-LINE,5.0,89000.0,Automatic,Gasoline,February,2024,5,South Korea
115000.0,KIA,SPORTAGE GT-LINE,7.0,98872.0,Automatic,Diesel,February,2024,5,South Korea
77000.0,KIA,SPORTAGE,8.0,100000.0,Automatic,Gasoline,February,2024,8,South Korea
98000.0,KIA,SPORTAGE,8.0,100000.0,Automatic,Gasoline,February,2024,4,South Korea
69000.0,KIA,RIO 5P,5.0,28000.0,Manual,Gasoline,February,2024,1,South Korea
54000.0,KIA,RIO 5P,5.0,90000.0,Manual,Gasoline,February,2024,4,South Korea
41000.0,KIA,PICANTO,4.0,32000.0,Manual,Gasoline,February,2024,4,South Korea
57000.0,KIA,RIO 5P PRESTIGE,5.0,67000.0,Manual,Gasoline,February,2024,3,South Korea
45500.0,KIA,RIO 5P,5.0,68000.0,Manual,Gasoline,February,2024,6,South Korea
67500.0,KIA,RIO 5P,5.0,12000.0,Manual,Gasoline,February,2024,2,South Korea
54000.0,KIA,RIO 5P,5.0,86500.0,Manual,Gasoline,February,2024,5,South Korea
110000.0,KIA,SPORTAGE,8.0,23000.0,Automatic,Gasoline,February,2024,4,South Korea
44600.0,KIA,RIO 5P,5.0,100000.0,Manual,Gasoline,February,2024,4,South Korea
51500.0,KIA,RIO 5P,5.0,100000.0,Manual,Gasoline,February,2024,6,South Korea
70000.0,KIA,RIO 5P GT-LINE,5.0,60000.0,Manual,Gasoline,February,2024,2,South Korea
96000.0,KIA,SPORTAGE BVA,8.0,52000.0,Automatic,Gasoline,February,2024,4,South Korea
38500.0,KIA,PICANTO GT-LINE,5.0,130000.0,Automatic,Gasoline,February,2024,5,South Korea
85000.0,KIA,SPORTAGE,10.0,308000.0,Automatic,Diesel,February,2024,7,South Korea
34500.0,KIA,RIO,5.0,174000.0,Manual,Gasoline,February,2024,11,South Korea
67000.0,KIA,RIO 5P,5.0,27000.0,Manual,Gasoline,February,2024,2,South Korea
49800.0,KIA,PICANTO GT-LINE,4.0,60000.0,Automatic,Gasoline,February,2024,3,South Korea
34500.0,KIA,RIO 5P,5.0,158000.0,Manual,Gasoline,February,2024,12,South Korea
57000.0,KIA,RIO 5P GX,5.0,55000.0,Manual,Gasoline,February,2024,2,South Korea
151000.0,KIA,SPORTAGE,10.0,3000.0,Automatic,Gasoline,February,2024,2,South Korea
110000.0,KIA,SPORTAGE GT-LINE,11.0,70000.0,Automatic,Gasoline,February,2024,4,South Korea
80000.0,KIA,SPORTAGE,8.0,220000.0,Automatic,Gasoline,February,2024,6,South Korea
67500.0,KIA,RIO 5P,5.0,27000.0,Manual,Gasoline,February,2024,2,South Korea
67000.0,KIA,RIO 5P,5.0,68000.0,Manual,Gasoline,February,2024,3,South Korea
98500.0,KIA,SPORTAGE,7.0,118000.0,Automatic,Diesel,February,2024,5,South Korea
129900.0,KIA,SPORTAGE GT-LINE,11.0,45000.0,Automatic,Hybrid,February,2024,5,South Korea
134500.0,KIA,SPORTAGE GT-LINE,11.0,45000.0,Automatic,Hybrid,February,2024,5,South Korea
136000.0,KIA,SPORTAGE GT-LINE,11.0,65000.0,Automatic,Hybrid,February,2024,4,South Korea
47000.0,KIA,PICANTO GT-LINE,5.0,55000.0,Automatic,Gasoline,February,2024,6,South Korea
98000.0,KIA,SPORTAGE,10.0,162000.0,Automatic,Diesel,February,2024,8,South Korea
85000.0,KIA,SPORTAGE,8.0,101000.0,Automatic,Gasoline,February,2024,6,South Korea
119000.0,KIA,SPORTAGE GT-LINE,6.0,120000.0,Automatic,Diesel,February,2024,3,South Korea
119000.0,KIA,SPORTAGE GT-LINE,6.0,120000.0,Automatic,Hybrid,February,2024,3,South Korea
145000.0,KIA,SPORTAGE,8.0,23000.0,Automatic,Gasoline,February,2024,2,South Korea
90000.0,KIA,SPORTAGE,8.0,95000.0,Automatic,Gasoline,February,2024,5,South Korea
60000.0,KIA,SORENTO,12.0,210000.0,Automatic,Diesel,February,2024,12,South Korea
79000.0,KIA,SPORTAGE,8.0,176000.0,Automatic,Gasoline,February,2024,8,South Korea
61000.0,KIA,RIO 5P,5.0,30000.0,Manual,Gasoline,February,2024,3,South Korea
67900.0,KIA,RIO 5P,5.0,33000.0,Manual,Gasoline,February,2024,3,South Korea
115000.0,KIA,SPORTAGE,10.0,126000.0,Automatic,Diesel,February,2024,6,South Korea
67000.0,KIA,RIO 5P,5.0,68000.0,Manual,Gasoline,February,2024,3,South Korea
53900.0,KIA,SPORTAGE,11.0,175000.0,Automatic,Gasoline,February,2024,10,South Korea
48000.0,KIA,SORENTO,12.0,316000.0,Automatic,Diesel,February,2024,11,South Korea
74900.0,KIA,SORENTO,12.0,163000.0,Automatic,Diesel,February,2024,10,South Korea
84000.0,KIA,SPORTAGE GT-LINE,10.0,276000.0,Automatic,Diesel,February,2024,6,South Korea
38500.0,KIA,PICANTO,4.0,65000.0,Manual,Gasoline,February,2024,2,South Korea
65000.0,KIA,RIO 5P GT-LINE,5.0,66000.0,Manual,Gasoline,February,2024,2,South Korea
51000.0,KIA,RIO 5P,6.0,74000.0,Manual,Gasoline,February,2024,3,South Korea
77000.0,KIA,SPORTAGE,8.0,138000.0,Automatic,Gasoline,February,2024,8,South Korea
84000.0,KIA,SPORTAGE,8.0,124000.0,Automatic,Gasoline,February,2024,7,South Korea
32500.0,KIA,PICANTO,5.0,140000.0,Automatic,Gasoline,February,2024,11,South Korea
62800.0,KIA,RIO 5P SX,5.0,36500.0,Manual,Gasoline,February,2024,3,South Korea
48000.0,KIA,PICANTO,5.0,57000.0,Automatic,Gasoline,February,2024,5,South Korea
80500.0,KIA,SPORTAGE,8.0,92000.0,Automatic,Gasoline,February,2024,8,South Korea
195000.0,KIA,SPORTAGE GT-LINE,10.0,33449.0,Automatic,Hybrid,February,2024,1,South Korea
68000.0,KIA,RIO 5P PRESTIGE EDITION,5.0,46735.0,Manual,Gasoline,February,2024,5,South Korea
54000.0,KIA,RIO 5P,5.0,88000.0,Manual,Gasoline,February,2024,5,South Korea
116000.0,KIA,SPORTAGE BLACK EDITION,8.0,51813.0,Automatic,Gasoline,February,2024,3,South Korea
70000.0,KIA,RIO 5P,5.0,60000.0,Manual,Gasoline,February,2024,2,South Korea
150000.0,KIA,SPORTAGE GT-LINE,11.0,53634.0,Automatic,Hybrid,February,2024,5,South Korea
140000.0,KIA,SPORTAGE GT-LINE,11.0,65004.0,Automatic,Hybrid,February,2024,5,South Korea
34000.0,KIA,PICANTO,5.0,109652.0,Automatic,Gasoline,February,2024,13,South Korea
123000.0,KIA,SPORTAGE GT-LINE,7.0,62253.0,Automatic,Diesel,February,2024,4,South Korea
67000.0,KIA,RIO 5P GT-LINE,5.0,55000.0,Manual,Gasoline,January,2024,3,South Korea
65000.0,KIA,RIO 5P,5.0,95000.0,Manual,Gasoline,February,2024,3,South Korea
108000.0,KIA,SPORTAGE GT-LINE,11.0,105000.0,Automatic,Gasoline,January,2024,4,South Korea
66000.0,KIA,RIO 5P,5.0,2000.0,Manual,Gasoline,February,2024,1,South Korea
44000.0,KIA,PICANTO,5.0,90000.0,Automatic,Gasoline,February,2024,5,South Korea
45000.0,KIA,PICANTO,5.0,70000.0,Automatic,Gasoline,February,2024,5,South Korea
105000.0,KIA,SPORTAGE,8.0,30000.0,Automatic,Gasoline,February,2024,4,South Korea
57000.0,KIA,SORENTO,12.0,315000.0,Automatic,Diesel,February,2024,11,South Korea
112000.0,KIA,XCEED,9.0,15000.0,Automatic,Gasoline,February,2024,2,South Korea
118000.0,KIA,SPORTAGE GT-LINE,7.0,67000.0,Automatic,Gasoline,February,2024,5,South Korea
56500.0,KIA,PICANTO,4.0,5000.0,Automatic,Gasoline,February,2024,1,South Korea
115000.0,KIA,SPORTAGE,11.0,93000.0,Automatic,Gasoline,February,2024,5,South Korea
91000.0,KIA,SPORTAGE BVM,6.0,75600.0,Manual,Diesel,February,2024,5,South Korea
57000.0,KIA,RIO 5P SX,5.0,26000.0,Manual,Gasoline,February,2024,5,South Korea
35000.0,KIA,PICANTO,4.0,68000.0,Manual,Gasoline,January,2024,6,South Korea
35000.0,KIA,PICANTO,5.0,130000.0,Automatic,Gasoline,February,2024,8,South Korea
87500.0,KIA,SPORTAGE,8.0,105000.0,Automatic,Gasoline,February,2024,5,South Korea
101000.0,KIA,SPORTAGE GT-LINE,10.0,114000.0,Automatic,Diesel,February,2024,8,South Korea
43000.0,KIA,OPTIMA,10.0,234000.0,Automatic,Gasoline,February,2024,12,South Korea
115000.0,KIA,SPORTAGE GT-LINE,11.0,50000.0,Automatic,Gasoline,February,2024,4,South Korea
98000.0,KIA,SELTOS,8.0,47000.0,Automatic,Gasoline,February,2024,3,South Korea
64000.0,KIA,RIO 5P,5.0,7500.0,Manual,Gasoline,February,2024,1,South Korea
59500.0,KIA,SPORTAGE,9.0,180000.0,Manual,Diesel,January,2024,12,South Korea
43500.0,KIA,PICANTO BVA GT-LINE,5.0,49520.0,Automatic,Gasoline,January,2024,5,South Korea
54000.0,KIA,RIO 5P PRESTIGE,5.0,52200.0,Manual,Gasoline,January,2024,4,South Korea
65000.0,KIA,RIO 5P PRESTIGE,5.0,30000.0,Manual,Gasoline,January,2024,3,South Korea
135000.0,KIA,SPORTAGE GT-LINE,8.0,73000.0,Automatic,Gasoline,January,2024,5,South Korea
49500.0,KIA,RIO 5P,5.0,124500.0,Manual,Gasoline,January,2024,6,South Korea
100000.0,KIA,SPORTAGE,10.0,130000.0,Automatic,Diesel,February,2024,8,South Korea
12500.0,DACIA,LOGAN,6.0,263000.0,Manual,Diesel,November,2023,12,Romania
34500.0,DACIA,DUSTER,7.0,220000.0,Manual,Gasoline,November,2023,11,Romania
44500.0,DACIA,LOGAN MCV,5.0,66500.0,Manual,Gasoline,November,2023,3,Romania
69500.0,DACIA,DUSTER,5.0,70000.0,Manual,Diesel,November,2023,4,Romania
32800.0,DACIA,DOKKER,5.0,105000.0,Manual,Diesel,November,2023,6,Romania
28000.0,DACIA,DOKKER,6.0,103000.0,Manual,Diesel,November,2023,6,Romania
65000.0,DACIA,SANDERO,1.0,14829.0,Automatic,Gasoline,November,2023,2,Romania
23500.0,DACIA,DOKKER,6.0,301423.0,Manual,Diesel,November,2023,8,Romania
33800.0,DACIA,DOKKER,6.0,177000.0,Manual,Diesel,November,2023,5,Romania
36000.0,DACIA,DOKKER,5.0,280000.0,Manual,Diesel,November,2023,11,Romania
30000.0,DACIA,DOKKER,6.0,155000.0,Manual,Diesel,November,2023,5,Romania
28000.0,DACIA,DOKKER,6.0,230000.0,Manual,Diesel,November,2023,6,Romania
26000.0,DACIA,DOKKER,6.0,230000.0,Manual,Diesel,November,2023,6,Romania
15000.0,DACIA,DOKKER,6.0,50000.0,Manual,Diesel,November,2023,2,Romania
41000.0,DACIA,DUSTER,7.0,143000.0,Manual,Gasoline,November,2023,11,Romania
55000.0,DACIA,DUSTER,7.0,108000.0,Manual,Gasoline,November,2023,9,Romania
35500.0,DACIA,SANDERO,5.0,95000.0,Manual,Gasoline,November,2023,9,Romania
30000.0,DACIA,DOKKER,6.0,60000.0,Manual,Diesel,November,2023,3,Romania
31500.0,DACIA,DOKKER,5.0,130000.0,Manual,Diesel,November,2023,7,Romania
29000.0,DACIA,DOKKER,5.0,168000.0,Manual,Diesel,November,2023,6,Romania
32499.0,DACIA,LOGAN MCV,4.0,165000.0,Manual,Gasoline,November,2023,8,Romania
30000.0,DACIA,DOKKER,6.0,200000.0,Manual,Diesel,November,2023,6,Romania
30000.0,DACIA,SANDERO,5.0,161000.0,Manual,Gasoline,November,2023,10,Romania
33000.0,DACIA,SANDERO,5.0,200000.0,Manual,Gasoline,November,2023,12,Romania
28500.0,DACIA,DOKKER,6.0,100000.0,Manual,Diesel,November,2023,5,Romania
32500.0,DACIA,LOGAN,4.0,165000.0,Manual,Gasoline,December,2023,8,Romania
30001.0,DACIA,DOKKER,6.0,154999.0,Manual,Diesel,December,2023,5,Romania
32800.0,DACIA,DOKKER,6.0,177000.0,Manual,Diesel,November,2023,5,Romania
30000.0,DACIA,DOKKER,6.0,155000.0,Manual,Diesel,December,2023,5,Romania
48000.0,DACIA,SANDERO,5.0,58000.0,Manual,Gasoline,November,2023,5,Romania
26500.0,DACIA,SANDERO,5.0,170000.0,Manual,Gasoline,October,2023,9,Romania
75000.0,DACIA,DUSTER,6.0,60000.0,Manual,Diesel,November,2023,3,Romania
13800.0,DACIA,LOGAN,6.0,262000.0,Manual,Diesel,October,2023,12,Romania
34000.0,DACIA,LOGAN,5.0,71350.0,Manual,Gasoline,October,2023,7,Romania
29000.0,DACIA,DOKKER,6.0,220000.0,Manual,Diesel,October,2023,6,Romania
35000.0,DACIA,DOKKER,6.0,55998.0,Manual,Diesel,August,2023,6,Romania
15000.0,DACIA,LOGAN,7.0,397000.0,Manual,Diesel,August,2023,11,Romania
15500.0,DACIA,LOGAN,4.0,396000.0,Manual,Diesel,August,2023,14,Romania
40000.0,DACIA,DOKKER,6.0,118000.0,Manual,Diesel,August,2023,3,Romania
22500.0,DACIA,SANDERO,5.0,157000.0,Manual,Gasoline,May,2023,10,Romania
47000.0,DACIA,DUSTER,7.0,70000.0,Manual,Gasoline,May,2023,14,Romania
23000.0,DACIA,DOKKER,8.0,171000.0,Manual,Diesel,July,2023,8,Romania
17500.0,DACIA,SANDERO,5.0,240000.0,Manual,Gasoline,June,2023,14,Romania
25300.0,DACIA,DOKKER,6.0,170000.0,Manual,Diesel,June,2023,7,Romania
