Price,Manufacturer,Model,Horse Power,Mileage,Transmission,Fuel,Posting Month,Posting Year,Age,country_of_origin
74000.0,PEUGEOT,PARTNER,6.0,120000.0,Manual,Diesel,April,2023,5,France
22800.0,PEUGEOT,PARTNER,5.0,240000.0,Manual,Gasoline,March,2023,18,France
21500.0,PEUGEOT,406,6.0,194000.0,Manual,Diesel,March,2023,21,France
21000.0,PEUGEOT,206,5.0,256000.0,Manual,Gasoline,March,2023,14,France
14000.0,PEUGEOT,406,7.0,300000.0,Manual,Gasoline,March,2023,23,France
19000.0,PEUGEOT,307,5.0,300000.0,Manual,Gasoline,May,2023,20,France
25000.0,PEUGEOT,BOXER,7.0,300000.0,Manual,Diesel,March,2023,14,France
21000.0,PEUGEOT,PARTNER,7.0,165000.0,Manual,Diesel,May,2023,17,France
27900.0,PEUGEOT,208,5.0,130000.0,Manual,Gasoline,May,2023,11,France
27000.0,PEUGEOT,PARTNER,5.0,307000.0,Manual,Diesel,March,2023,22,France
14000.0,PEUGEOT,206,4.0,258000.0,Manual,Gasoline,March,2023,17,France
21500.0,PEUGEOT,PARTNER,7.0,254000.0,Manual,Diesel,March,2023,12,France
12000.0,PEUGEOT,106,4.0,260000.0,Manual,Gasoline,March,2023,24,France
22000.0,PEUGEOT,308,6.0,207000.0,Manual,Gasoline,April,2023,16,France
15000.0,PEUGEOT,206,6.0,309000.0,Manual,Gasoline,April,2023,17,France
18500.0,PEUGEOT,307,6.0,240000.0,Manual,Gasoline,April,2023,19,France
30000.0,PEUGEOT,208,4.0,107000.0,Manual,Gasoline,April,2023,10,France
65000.0,PEUGEOT,BIPPER TEPEE,5.0,169000.0,Manual,Diesel,March,2023,6,France
26000.0,PEUGEOT,305,5.0,171000.0,Manual,Gasoline,April,2023,7,France
17300.0,PEUGEOT,407,6.0,247000.0,Manual,Diesel,April,2023,20,France
15200.0,PEUGEOT,206,5.0,300000.0,Manual,Gasoline,March,2023,23,France
34000.0,PEUGEOT,EXPERT,7.0,178000.0,Manual,Diesel,April,2023,10,France
48000.0,PEUGEOT,PARTNER,5.0,190000.0,Manual,Diesel,April,2023,6,France
22800.0,PEUGEOT,PARTNER,6.0,230000.0,Manual,Gasoline,April,2023,18,France
11000.0,PEUGEOT,PARTNER,7.0,200000.0,Manual,Diesel,March,2023,26,France
15000.0,PEUGEOT,206,4.0,320000.0,Manual,Gasoline,April,2023,23,France
21000.0,PEUGEOT,206,4.0,300000.0,Manual,Diesel,March,2023,13,France
14000.0,PEUGEOT,206,5.0,200000.0,Manual,Gasoline,March,2023,10,France
5000.0,PEUGEOT,205,5.0,300000.0,Manual,Gasoline,April,2023,34,France
21500.0,PEUGEOT,406,6.0,194000.0,Manual,Diesel,April,2023,21,France
31500.0,PEUGEOT,308,5.0,120000.0,Manual,Gasoline,April,2023,9,France
34000.0,PEUGEOT,3008,7.0,161000.0,Manual,Gasoline,May,2023,14,France
22000.0,PEUGEOT,307,5.0,150000.0,Manual,Gasoline,April,2023,20,France
12500.0,PEUGEOT,106,4.0,290000.0,Manual,Gasoline,February,2023,27,France
28000.0,PEUGEOT,208,5.0,160000.0,Manual,Gasoline,February,2023,11,France
25000.0,PEUGEOT,308,6.0,161000.0,Manual,Gasoline,February,2023,15,France
19700.0,PEUGEOT,407,9.0,222222.0,Manual,Gasoline,February,2023,19,France
17000.0,PEUGEOT,206,6.0,216000.0,Manual,Gasoline,February,2023,17,France
12500.0,PEUGEOT,106,4.0,250000.0,Manual,Gasoline,February,2023,25,France
14300.0,PEUGEOT,307,7.0,385000.0,Manual,Gasoline,November,2022,19,France
9500.0,PEUGEOT,106,4.0,58000.0,Manual,Gasoline,November,2022,31,France
41000.0,PEUGEOT,2008,6.0,200000.0,Manual,Gasoline,November,2022,9,France
33000.0,PEUGEOT,508,6.0,280000.0,Manual,Diesel,November,2022,11,France
31500.0,PEUGEOT,208,5.0,102000.0,Manual,Gasoline,November,2022,7,France
8500.0,PEUGEOT,205,4.0,111111.0,Manual,Gasoline,November,2022,39,France
35000.0,PEUGEOT,208,5.0,117000.0,Manual,Gasoline,November,2022,8,France
43000.0,PEUGEOT,308,6.0,224000.0,Manual,Diesel,November,2022,11,France
14000.0,PEUGEOT,206,4.0,99999.0,Manual,Diesel,November,2022,12,France
15500.0,PEUGEOT,206,6.0,249500.0,Manual,Gasoline,November,2022,15,France
23000.0,PEUGEOT,PARTNER,7.0,180000.0,Manual,Diesel,November,2022,15,France
27000.0,PEUGEOT,PARTNER,6.0,200000.0,Manual,Diesel,November,2022,14,France
25000.0,PEUGEOT,PARTNER,5.0,277000.0,Manual,Diesel,November,2022,10,France
17200.0,PEUGEOT,206,4.0,100000.0,Manual,Gasoline,November,2022,23,France
10800.0,PEUGEOT,BOXER,8.0,200000.0,Manual,Diesel,January,2023,22,France
26700.0,PEUGEOT,308,5.0,170000.0,Manual,Gasoline,February,2023,8,France
14000.0,PEUGEOT,PARTNER,7.0,268455.0,Manual,Diesel,January,2023,25,France
16800.0,PEUGEOT,206,6.0,171000.0,Manual,Gasoline,January,2023,14,France
25000.0,PEUGEOT,308,4.0,200000.0,Manual,Gasoline,February,2023,10,France
6400.0,PEUGEOT,205,4.0,300000.0,Manual,Gasoline,February,2023,39,France
11500.0,PEUGEOT,PARTNER,7.0,300000.0,Manual,Diesel,December,2022,25,France
17500.0,PEUGEOT,206,6.0,120000.0,Manual,Gasoline,January,2023,17,France
53000.0,PEUGEOT,4008,6.0,129000.0,Manual,Diesel,January,2023,10,France
25500.0,PEUGEOT,308,6.0,178500.0,Manual,Gasoline,February,2023,12,France
16400.0,PEUGEOT,206,6.0,170000.0,Manual,Gasoline,February,2023,14,France
36500.0,PEUGEOT,208,5.0,114000.0,Manual,Gasoline,February,2023,8,France
50000.0,PEUGEOT,PARTNER,5.0,120000.0,Manual,Diesel,February,2023,3,France
19000.0,PEUGEOT,308,6.0,219000.0,Manual,Gasoline,January,2023,14,France
15000.0,PEUGEOT,206,4.0,400000.0,Manual,Diesel,December,2022,13,France
30000.0,PEUGEOT,508,7.0,240000.0,Automatic,Gasoline,November,2022,12,France
13500.0,PEUGEOT,206,6.0,260000.0,Manual,Gasoline,December,2022,15,France
27500.0,PEUGEOT,208,5.0,82121.0,Manual,Gasoline,December,2022,6,France
11111.0,PEUGEOT,EXPERT,10.0,111111.0,Manual,Diesel,December,2022,14,France
5000.0,PEUGEOT,205,5.0,238000.0,Manual,Gasoline,December,2022,41,France
19000.0,PEUGEOT,PARTNER,7.0,290000.0,Manual,Diesel,December,2022,14,France
12000.0,PEUGEOT,306,5.0,200000.0,Manual,Diesel,January,2023,25,France
63500.0,PEUGEOT,508,6.0,160000.0,Automatic,Diesel,December,2022,7,France
24000.0,PEUGEOT,PARTNER,7.0,180000.0,Manual,Diesel,November,2022,15,France
15000.0,PEUGEOT,206,4.0,296000.0,Manual,Gasoline,January,2023,23,France
29000.0,PEUGEOT,208,5.0,130000.0,Manual,Gasoline,November,2022,11,France
22000.0,PEUGEOT,206,5.0,212000.0,Manual,Gasoline,December,2022,13,France
35000.0,PEUGEOT,3008,6.0,280000.0,Manual,Diesel,January,2023,13,France
10500.0,PEUGEOT,106,4.0,150000.0,Manual,Gasoline,December,2022,25,France
38000.0,PEUGEOT,2008,4.0,125000.0,Manual,Gasoline,December,2022,10,France
11300.0,PEUGEOT,106,4.0,400000.0,Manual,Gasoline,January,2023,27,France
18000.0,PEUGEOT,PARTNER,7.0,330000.0,Manual,Diesel,January,2023,16,France
16800.0,PEUGEOT,PARTNER,7.0,201097.0,Manual,Diesel,December,2022,15,France
20500.0,PEUGEOT,206,4.0,180000.0,Manual,Gasoline,December,2022,19,France
38500.0,PEUGEOT,3008,5.0,200000.0,Manual,Diesel,January,2023,13,France
48500.0,PEUGEOT,2008,5.0,90000.0,Manual,Gasoline,December,2022,7,France
30000.0,PEUGEOT,508,7.0,200000.0,Manual,Gasoline,December,2022,11,France
9500.0,PEUGEOT,405,6.0,330000.0,Manual,Diesel,January,2023,28,France
59500.0,PEUGEOT,PARTNER,5.0,165000.0,Manual,Diesel,January,2023,7,France
38000.0,PEUGEOT,3008,7.0,158000.0,Manual,Gasoline,February,2023,13,France
11500.0,PEUGEOT,106,4.0,300000.0,Manual,Gasoline,January,2023,24,France
15500.0,PEUGEOT,PARTNER,6.0,333000.0,Manual,Diesel,January,2023,16,France
32000.0,PEUGEOT,PARTNER,8.0,168000.0,Manual,Diesel,December,2022,10,France
14000.0,PEUGEOT,PARTNER,7.0,350000.0,Manual,Diesel,January,2023,21,France
14000.0,PEUGEOT,206,4.0,250000.0,Manual,Gasoline,January,2023,24,France
17500.0,PEUGEOT,206,6.0,220000.0,Automatic,Gasoline,February,2023,16,France
31000.0,PEUGEOT,PARTNER,5.0,189000.0,Manual,Diesel,December,2022,11,France
13000.0,PEUGEOT,106,4.0,400500.0,Manual,Gasoline,January,2023,25,France
30000.0,PEUGEOT,508,7.0,230000.0,Automatic,Gasoline,January,2023,11,France
13000.0,PEUGEOT,106,4.0,350000.0,Manual,Gasoline,November,2022,25,France
37500.0,PEUGEOT,PARTNER,6.0,240000.0,Manual,Diesel,December,2022,14,France
17000.0,PEUGEOT,PARTNER,7.0,300000.0,Manual,Diesel,January,2023,15,France
18000.0,PEUGEOT,206,6.0,232000.0,Manual,Gasoline,January,2023,16,France
17300.0,PEUGEOT,206,4.0,290000.0,Manual,Gasoline,February,2023,19,France
80000.0,PEUGEOT,3008,7.0,169000.0,Automatic,Gasoline,February,2024,4,France
85000.0,PEUGEOT,3008,9.0,60000.0,Automatic,Gasoline,February,2024,7,France
40000.0,PEUGEOT,RCZ,7.0,171000.0,Manual,Gasoline,February,2024,13,France
19800.0,PEUGEOT,BOXER,7.0,200100.0,Manual,Diesel,February,2024,17,France
34900.0,PEUGEOT,508,6.0,234000.0,Automatic,Diesel,February,2024,13,France
47000.0,PEUGEOT,308,5.0,158000.0,Manual,Gasoline,February,2024,5,France
79000.0,PEUGEOT,3008 GT LINE,6.0,148000.0,Automatic,Gasoline,February,2024,5,France
48000.0,PEUGEOT,PARTNER,5.0,99000.0,Manual,Diesel,February,2024,4,France
105000.0,PEUGEOT,3008,7.0,40000.0,Automatic,Gasoline,February,2024,4,France
79000.0,PEUGEOT,3008,7.0,100000.0,Automatic,Gasoline,February,2024,5,France
95000.0,PEUGEOT,5008,6.0,138000.0,Automatic,Diesel,February,2024,5,France
89500.0,PEUGEOT,3008,7.0,54000.0,Automatic,Gasoline,February,2024,3,France
44500.0,PEUGEOT,208,4.0,34000.0,Manual,Gasoline,February,2024,2,France
90000.0,PEUGEOT,2008,7.0,37000.0,Automatic,Gasoline,February,2024,3,France
15500.0,PEUGEOT,406,10.0,150000.0,Manual,Gasoline,February,2024,26,France
86000.0,PEUGEOT,3008 GT LINE,9.0,92000.0,Automatic,Gasoline,February,2024,6,France
105000.0,PEUGEOT,3008 GT LINE,6.0,110000.0,Automatic,Gasoline,February,2024,4,France
120000.0,PEUGEOT,3008 GT LINE,9.0,75822.0,Automatic,Gasoline,February,2024,2,France
98000.0,PEUGEOT,508 PREMUIM,7.0,97059.0,Manual,Diesel,February,2024,5,France
92000.0,PEUGEOT,3008 ALLURE,7.0,70000.0,Automatic,Gasoline,February,2024,5,France
42000.0,PEUGEOT,208,4.0,20000.0,Manual,Gasoline,February,2024,2,France
19000.0,PEUGEOT,206,4.0,183000.0,Manual,Gasoline,February,2024,19,France
36000.0,PEUGEOT,308 CC CABRIOLET,9.0,140000.0,Manual,Gasoline,February,2024,12,France
45500.0,PEUGEOT,208 EHDI,5.0,158000.0,Manual,Diesel,February,2024,3,France
52000.0,PEUGEOT,4008,9.0,90000.0,Manual,Gasoline,February,2024,10,France
45000.0,PEUGEOT,PARTNER K9,5.0,112000.0,Manual,Diesel,February,2024,5,France
75000.0,PEUGEOT,5008,9.0,120000.0,Automatic,Gasoline,February,2024,5,France
47500.0,PEUGEOT,PARTNER K9,5.0,116000.0,Manual,Diesel,February,2024,4,France
45000.0,PEUGEOT,407 NAVTEQ,6.0,107000.0,Manual,Gasoline,February,2024,17,France
29800.0,PEUGEOT,208,5.0,186000.0,Manual,Gasoline,February,2024,10,France
82000.0,PEUGEOT,3008,8.0,78000.0,Automatic,Gasoline,February,2024,5,France
48000.0,PEUGEOT,208,5.0,60000.0,Manual,Gasoline,February,2024,3,France
81000.0,PEUGEOT,2008 PURTECH,6.0,6000.0,Manual,Gasoline,February,2024,2,France
19800.0,PEUGEOT,406,7.0,247000.0,Manual,Gasoline,February,2024,21,France
42000.0,PEUGEOT,2008,5.0,124000.0,Manual,Gasoline,February,2024,8,France
42000.0,PEUGEOT,308,6.0,140000.0,Manual,Gasoline,February,2024,5,France
34500.0,PEUGEOT,508 BVA EDITION LIMITEE,7.0,180500.0,Automatic,Gasoline,February,2024,12,France
34000.0,PEUGEOT,207,6.0,75000.0,Automatic,Gasoline,February,2024,14,France
31500.0,PEUGEOT,208,4.0,109000.0,Manual,Gasoline,February,2024,5,France
45500.0,PEUGEOT,208,4.0,136000.0,Manual,Diesel,February,2024,6,France
63555.0,PEUGEOT,PARTNER,5.0,37000.0,Manual,Diesel,February,2024,1,France
30500.0,PEUGEOT,208,5.0,97000.0,Manual,Gasoline,February,2024,8,France
92000.0,PEUGEOT,2008 GT LINE,7.0,30000.0,Manual,Gasoline,February,2024,3,France
39200.0,PEUGEOT,508,7.0,230000.0,Automatic,Gasoline,February,2024,10,France
91500.0,PEUGEOT,LANDTREK,6.0,26000.0,Manual,Diesel,February,2024,2,France
47000.0,PEUGEOT,2008 ALLURE,5.0,137600.0,Manual,Gasoline,February,2024,8,France
45500.0,PEUGEOT,308,6.0,98000.0,Manual,Gasoline,February,2024,5,France
36900.0,PEUGEOT,2008 PURETECH,5.0,141000.0,Manual,Gasoline,February,2024,8,France
33900.0,PEUGEOT,508,9.0,187000.0,Manual,Gasoline,February,2024,12,France
47900.0,PEUGEOT,2008,5.0,139000.0,Manual,Gasoline,February,2024,6,France
36000.0,PEUGEOT,308 CC,9.0,198000.0,Manual,Gasoline,February,2024,12,France
56000.0,PEUGEOT,2008,5.0,36000.0,Manual,Gasoline,January,2024,7,France
89000.0,PEUGEOT,308 GT LINE,7.0,119000.0,Automatic,Gasoline,February,2024,5,France
28000.0,PEUGEOT,207,5.0,94910.0,Manual,Gasoline,February,2024,13,France
50000.0,PEUGEOT,2008,5.0,50000.0,Manual,Gasoline,February,2024,4,France
14000.0,PEUGEOT,206,5.0,250000.0,Manual,Diesel,February,2024,21,France
75000.0,PEUGEOT,3008,7.0,170000.0,Automatic,Gasoline,February,2024,4,France
130000.0,PEUGEOT,3008 GT LINE,9.0,30000.0,Automatic,Gasoline,February,2024,2,France
23000.0,PEUGEOT,301,5.0,197000.0,Manual,Gasoline,February,2024,5,France
20500.0,PEUGEOT,301,5.0,205000.0,Manual,Gasoline,February,2024,10,France
85000.0,PEUGEOT,3008 ALLURE,9.0,58000.0,Automatic,Gasoline,February,2024,5,France
53000.0,PEUGEOT,308,5.0,90000.0,Manual,Gasoline,February,2024,4,France
18500.0,PEUGEOT,307 HDI,5.0,430000.0,Manual,Diesel,February,2024,19,France
36500.0,PEUGEOT,208,4.0,50000.0,Manual,Gasoline,February,2024,4,France
90000.0,PEUGEOT,208 STYLE,5.0,90000.0,Manual,Gasoline,January,2024,10,France
43000.0,PEUGEOT,508 FO,7.0,155000.0,Automatic,Gasoline,February,2024,9,France
30000.0,PEUGEOT,208,5.0,90000.0,Manual,Gasoline,February,2024,7,France
88000.0,PEUGEOT,3008,6.0,130000.0,Automatic,Diesel,February,2024,7,France
21000.0,PEUGEOT,301 COMFORT,5.0,180000.0,Manual,Gasoline,February,2024,10,France
23500.0,PEUGEOT,301,5.0,149200.0,Manual,Gasoline,February,2024,11,France
79000.0,PEUGEOT,3008 GT LINE,9.0,97000.0,Automatic,Gasoline,February,2024,5,France
82900.0,PEUGEOT,3008,7.0,113000.0,Automatic,Gasoline,January,2024,3,France
35000.0,PEUGEOT,208,4.0,60000.0,Manual,Gasoline,February,2024,4,France
50500.0,PEUGEOT,2008,5.0,68000.0,Manual,Gasoline,February,2024,7,France
29000.0,PEUGEOT,308,6.0,250000.0,Manual,Gasoline,February,2024,12,France
45000.0,PEUGEOT,208,5.0,100000.0,Manual,Diesel,January,2024,4,France
49000.0,PEUGEOT,2008 ACTIVE,5.0,62000.0,Manual,Gasoline,February,2024,6,France
24500.0,PEUGEOT,206+,4.0,175000.0,Manual,Gasoline,February,2024,12,France
51000.0,PEUGEOT,4008,9.0,110000.0,Manual,Gasoline,January,2024,10,France
42500.0,PEUGEOT,208,4.0,39436.0,Manual,Gasoline,February,2024,6,France
21000.0,PEUGEOT,301,5.0,176000.0,Manual,Gasoline,February,2024,11,France
25000.0,PEUGEOT,208,5.0,170000.0,Manual,Gasoline,February,2024,7,France
95000.0,PEUGEOT,5008,6.0,138361.0,Automatic,Gasoline,February,2024,5,France
33000.0,PEUGEOT,208,4.0,82000.0,Manual,Gasoline,February,2024,5,France
77000.0,PEUGEOT,3008 GT LINE,9.0,260000.0,Automatic,Gasoline,February,2024,7,France
19000.0,PEUGEOT,301,5.0,150000.0,Manual,Gasoline,February,2024,10,France
89500.0,PEUGEOT,3008 GT LINE,9.0,129000.0,Automatic,Gasoline,February,2024,6,France
45900.0,PEUGEOT,2008 ALLURE,6.0,147000.0,Manual,Gasoline,February,2024,7,France
35000.0,PEUGEOT,2008,5.0,175000.0,Manual,Gasoline,February,2024,8,France
29500.0,PEUGEOT,208,5.0,110000.0,Manual,Gasoline,January,2024,9,France
38500.0,PEUGEOT,208 GT LINE,4.0,58000.0,Manual,Gasoline,January,2024,3,France
85000.0,PEUGEOT,LANDTREK,6.0,60000.0,Manual,Diesel,January,2024,2,France
21000.0,PEUGEOT,206+,4.0,240000.0,Manual,Gasoline,January,2024,14,France
24500.0,PEUGEOT,207,6.0,205000.0,Manual,Gasoline,January,2024,13,France
60000.0,CHERY,TIGGO,6.0,20000.0,Automatic,Gasoline,November,2023,2,China
22998.0,CHERY,QQ,4.0,55850.0,Manual,Gasoline,November,2023,7,China
33000.0,CHERY,V5,7.0,112000.0,Manual,Gasoline,November,2023,6,China
38000.0,CHERY,A3,5.0,51000.0,Manual,Gasoline,November,2023,7,China
22000.0,CHERY,A3,6.0,200000.0,Manual,Gasoline,November,2023,6,China
85000.0,CHERY,TIGGO,7.0,20000.0,Automatic,Gasoline,November,2023,2,China
22000.0,CHERY,QQ,4.0,102000.0,Manual,Gasoline,November,2023,8,China
22000.0,CHERY,QQ,4.0,85000.0,Manual,Gasoline,November,2023,8,China
45000.0,CHERY,A1,6.0,36000.0,Manual,Gasoline,November,2023,2,China
46000.0,CHERY,TIGGO,8.0,117000.0,Manual,Gasoline,November,2023,5,China
46000.0,CHERY,TIGGO,6.0,53000.0,Manual,Gasoline,November,2023,5,China
40000.0,CHERY,TIGGO,5.0,96000.0,Manual,Gasoline,November,2023,4,China
42000.0,CHERY,A5,7.0,137000.0,Automatic,Gasoline,November,2023,4,China
75000.0,CHERY,TIGGO,9.0,83000.0,Automatic,Gasoline,November,2023,5,China
21000.0,CHERY,QQ,5.0,74000.0,Manual,Gasoline,November,2023,7,China
33000.0,CHERY,V5,7.0,112000.0,Manual,Gasoline,November,2023,6,China
21500.0,CHERY,QQ,4.0,81000.0,Manual,Gasoline,November,2023,5,China
23800.0,CHERY,QQ,4.0,80000.0,Manual,Gasoline,November,2023,5,China
35000.0,CHERY,V5,6.0,114000.0,Manual,Gasoline,November,2023,5,China
22800.0,CHERY,QQ,4.0,116000.0,Manual,Gasoline,November,2023,7,China
42000.0,CHERY,A5,7.0,137000.0,Automatic,Gasoline,December,2023,4,China
46000.0,CHERY,TIGGO,8.0,117000.0,Manual,Gasoline,December,2023,5,China
21500.0,CHERY,QQ,4.0,81000.0,Manual,Gasoline,December,2023,5,China
42000.0,CHERY,A5,7.0,137000.0,Automatic,Gasoline,December,2023,4,China
80000.0,CHERY,TIGGO,4.0,53000.0,Automatic,Gasoline,December,2023,4,China
60000.0,CHERY,TIGGO,6.0,20000.0,Automatic,Gasoline,December,2023,2,China
30000.0,CHERY,TIGGO,5.0,85000.0,Manual,Gasoline,November,2023,4,China
24000.0,CHERY,QQ,4.0,80000.0,Manual,Gasoline,November,2023,6,China
25500.0,CHERY,QQ,4.0,25000.0,Manual,Gasoline,December,2023,2,China
26500.0,CHERY,QQ,4.0,25000.0,Manual,Gasoline,November,2023,2,China
42000.0,CHERY,A5,7.0,162000.0,Manual,Gasoline,October,2023,6,China
21500.0,CHERY,QQ,4.0,67000.0,Manual,Gasoline,September,2023,7,China
29000.0,CHERY,A3,6.0,63000.0,Manual,Gasoline,October,2023,8,China
30000.0,CHERY,A3,6.0,62000.0,Manual,Gasoline,September,2023,8,China
22000.0,CHERY,TIGGO,6.0,56000.0,Automatic,Gasoline,September,2023,2,China
45000.0,CHERY,A5,6.0,70000.0,Manual,Gasoline,September,2023,5,China
21500.0,CHERY,QQ6,4.0,128000.0,Manual,Gasoline,May,2023,7,China
22800.0,CHERY,QQ,4.0,98000.0,Manual,Gasoline,August,2023,5,China
45000.0,CHERY,TIGGO,6.0,92000.0,Manual,Gasoline,May,2023,5,China
32000.0,CHERY,A3,5.0,95000.0,Manual,Gasoline,July,2023,6,China
22800.0,CHERY,QQ,4.0,98000.0,Manual,Gasoline,August,2023,5,China
45000.0,CHERY,TIGGO,6.0,92000.0,Manual,Gasoline,May,2023,5,China
37000.0,CHERY,TIGGO,4.0,140000.0,Manual,Gasoline,March,2023,4,China
28000.0,CHERY,A3,6.0,120000.0,Manual,Gasoline,April,2023,7,China
45000.0,CHERY,TIGGO,6.0,51000.0,Manual,Gasoline,March,2023,4,China
27000.0,CHERY,A3,6.0,184000.0,Manual,Gasoline,November,2022,6,China
80000.0,CHERY,TIGGO,9.0,56860.0,Automatic,Gasoline,November,2022,3,China
20800.0,CHERY,QQ,4.0,75000.0,Manual,Gasoline,January,2023,4,China
75000.0,CHERY,TIGGO,9.0,127000.0,Automatic,Gasoline,January,2023,4,China
92000.0,CHERY,TIGGO 8,9.0,74000.0,Automatic,Gasoline,February,2024,3,China
43500.0,CHERY,TIGGO 2,6.0,60000.0,Manual,Gasoline,February,2024,4,China
32000.0,CHERY,E3,6.0,85000.0,Manual,Gasoline,February,2024,8,China
37000.0,CHERY,ARRIZO 5,7.0,170000.0,Manual,Gasoline,February,2024,7,China
43500.0,CHERY,TIGGO 3,8.0,75000.0,Manual,Gasoline,February,2024,6,China
61000.0,CHERY,TIGGO 3X LUXURY,6.0,4000.0,Automatic,Gasoline,February,2024,2,China
57500.0,CHERY,TIGGO 3X,6.0,22000.0,Automatic,Gasoline,February,2024,2,China
32000.0,CHERY,ARRIZO 3,6.0,49653.0,Manual,Gasoline,February,2024,6,China
40000.0,CHERY,ARRIZO 5,7.0,162000.0,Manual,Gasoline,February,2024,6,China
55000.0,CHERY,TIGGO 3,8.0,60000.0,Manual,Gasoline,February,2024,5,China
23900.0,CHERY,QQ,4.0,108000.0,Manual,Gasoline,February,2024,6,China
23900.0,CHERY,QQ,4.0,72000.0,Manual,Gasoline,February,2024,5,China
28500.0,CHERY,ARRIZO 5,7.0,140000.0,Manual,Gasoline,January,2024,6,China
90000.0,CHERY,TIGGO 8 PRO,11.0,70000.0,Automatic,Gasoline,February,2024,3,China
42000.0,CHERY,TIGGO 2 SUPER,6.0,50000.0,Manual,Gasoline,January,2024,4,China
47000.0,CHERY,TIGGO 2,6.0,71000.0,Manual,Gasoline,January,2024,5,China
81600.0,CHERY,TIGGO 3X LUXURY,6.0,5100.0,Automatic,Gasoline,February,2024,1,China
39000.0,CHERY,ARRIZO 3,6.0,44000.0,Manual,Gasoline,February,2024,4,China
82000.0,CHERY,TIGGO 7 PRO,9.0,35000.0,Automatic,Gasoline,February,2024,2,China
49000.0,CHERY,ARRIZO 5,7.0,66000.0,Manual,Gasoline,January,2024,4,China
49400.0,CHERY,TIGGO 2,6.0,45000.0,Manual,Gasoline,February,2024,4,China
49000.0,CHERY,ARRIZO 5,7.0,66000.0,Manual,Gasoline,January,2024,4,China
49000.0,CHERY,ARRIZO 5,7.0,66000.0,Manual,Gasoline,January,2024,4,China
31000.0,SEAT,IBIZA,5.0,178000.0,Manual,Gasoline,November,2023,9,Spain
66000.0,SEAT,IBIZA,6.0,95000.0,Automatic,Gasoline,November,2023,4,Spain
44500.0,SEAT,LEON,6.0,153000.0,Manual,Gasoline,November,2023,9,Spain
55000.0,SEAT,IBIZA,4.0,78000.0,Manual,Gasoline,November,2023,3,Spain
58000.0,SEAT,AROSA,6.0,97000.0,Manual,Gasoline,November,2023,5,Spain
29000.0,SEAT,IBIZA,5.0,180000.0,Manual,Gasoline,November,2023,9,Spain
67500.0,SEAT,LEON ST,6.0,100000.0,Automatic,Gasoline,November,2023,4,Spain
51500.0,SEAT,IBIZA,4.0,117000.0,Manual,Gasoline,November,2023,5,Spain
59000.0,SEAT,LEON,5.0,165000.0,Manual,Gasoline,November,2023,7,Spain
68000.0,SEAT,LEON,6.0,75140.0,Manual,Gasoline,November,2023,5,Spain
56000.0,SEAT,LEON,6.0,118000.0,Manual,Gasoline,November,2023,6,Spain
50000.0,SEAT,IBIZA,4.0,82000.0,Manual,Gasoline,November,2023,6,Spain
51000.0,SEAT,LEON,6.0,154000.0,Manual,Gasoline,November,2023,8,Spain
68500.0,SEAT,LEON,6.0,100000.0,Manual,Gasoline,November,2023,6,Spain
46500.0,SEAT,IBIZA,4.0,90000.0,Manual,Gasoline,November,2023,3,Spain
58000.0,SEAT,AROSA,6.0,79000.0,Manual,Gasoline,November,2023,6,Spain
45000.0,SEAT,TOLEDO,6.0,84000.0,Automatic,Gasoline,November,2023,7,Spain
33500.0,SEAT,IBIZA,5.0,168000.0,Manual,Gasoline,November,2023,8,Spain
34000.0,SEAT,IBIZA,4.0,144000.0,Manual,Gasoline,November,2023,7,Spain
17000.0,SEAT,CORDOBA,6.0,240000.0,Automatic,Diesel,November,2023,24,Spain
50500.0,SEAT,IBIZA,4.0,95000.0,Manual,Gasoline,November,2023,5,Spain
69500.0,SEAT,IBIZA,6.0,125000.0,Automatic,Gasoline,November,2023,4,Spain
43700.0,SEAT,IBIZA,4.0,91000.0,Manual,Gasoline,November,2023,6,Spain
43000.0,SEAT,LEON,6.0,200000.0,Manual,Gasoline,November,2023,8,Spain
68000.0,SEAT,IBIZA,6.0,55000.0,Manual,Gasoline,November,2023,4,Spain
45000.0,SEAT,IBIZA,4.0,155000.0,Manual,Gasoline,November,2023,4,Spain
54000.0,SEAT,LEON,6.0,158000.0,Manual,Gasoline,November,2023,8,Spain
31000.0,SEAT,IBIZA,5.0,178000.0,Manual,Gasoline,November,2023,9,Spain
28000.0,SEAT,IBIZA,5.0,227000.0,Manual,Gasoline,November,2023,11,Spain
66000.0,SEAT,IBIZA,6.0,54000.0,Manual,Gasoline,November,2023,4,Spain
59500.0,SEAT,IBIZA,4.0,67000.0,Manual,Gasoline,November,2023,3,Spain
38000.0,SEAT,LEON,5.0,130000.0,Manual,Gasoline,November,2023,10,Spain
40500.0,SEAT,LEON,5.0,200000.0,Manual,Gasoline,November,2023,9,Spain
65000.0,SEAT,LEON ST,5.0,95000.0,Manual,Gasoline,November,2023,6,Spain
56000.0,SEAT,LEON,6.0,117000.0,Manual,Gasoline,November,2023,6,Spain
41500.0,SEAT,LEON ST,5.0,200000.0,Manual,Gasoline,November,2023,8,Spain
64000.0,SEAT,LEON ST,6.0,120000.0,Manual,Gasoline,November,2023,5,Spain
48500.0,SEAT,LEON ST,6.0,143000.0,Automatic,Gasoline,November,2023,10,Spain
